artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,genre
DragonForce,Through The Fire And Flames,66,0.153,0.953,,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,439120,4,Metal
IVOXYGEN,23,53,0.483,0.142,,-13.264,1,0.0456,0.87,0.000105,0.111,0.0379,98.043,156774,4,HipHop
Reeshabh Purohit,Soona Soona,,0.467,0.193,1,-18.895,1,0.0315,0.731,0.107,0.105,0.108,100.006,5.4,4,Acoustic/Folk
Erroll Garner,Lovely to Look At - Remastered 2020,,0.488,0.43,5,-11.371,0,0.0352,0.822,0.836,0.184,0.587,106.711,2.612233333,4,Instrumental
Ty Segall,Taste,33,0.308,0.883,6,-7.931,1,0.171,0.00185,0.00043,0.214,0.255,111.604,216467,4,Alt_Music
Skrillex,Butterflies (with Starrah & Four Tet),68,0.738,0.844,2,-5.743,0,0.14,0.00536,0.0119,0.397,0.243,128.005,195938,4,Pop
Devang Patel,Meri Marji,31,0.835,0.959,4,-7.56,0,0.198,0.519,0.00364,0.652,0.507,93.749,7.697333333,4,Bollywood
Cordae,Wassup (feat. Young Thug),73,0.93,0.467,8,-8.449,1,0.116,0.00906,0.0062,0.131,0.169,139.972,164633,4,HipHop
Winter Jazz Trio,Peace,44,0.511,0.19,2,-15.757,0,0.0332,0.957,0.737,0.189,0.113,97.135,3.421316667,4,Instrumental
Nego True,Pick Your Poison,20,0.648,0.437,5,-13.245,0,0.368,0.849,,0.0901,0.551,130.654,240020,3,HipHop
Gr√°inne Duffy,Good Love Had To Die,31,0.509,0.405,2,-8.779,0,0.036,0.319,0.0059,0.123,0.274,141.509,215947,3,Blues
Inter Arma,Citadel,26,0.247,0.897,,-6.048,1,0.0498,0.000279,0.823,0.368,0.249,147.499,400717,4,Metal
"Hariharan, Milind, Santosh, Pratima",Ye Toh Sach Hai Ke Bhagwan,37,0.585,0.539,9,-10.052,0,0.0335,0.47,0.0000443,0.319,0.709,95.085,6.80795,4,Bollywood
Rosie Tucker,Gay Bar,43,0.348,0.521,7,-5.617,1,0.0388,0.253,0.00729,0.116,0.331,175.819,183480,4,Alt_Music
John Mayer,Waiting On the World to Change,73,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,201173,4,Pop
Jackboy,Protecting My Energy,26,0.871,0.454,9,-9.532,0,0.11,0.144,,0.0916,0.393,97.012,157557,4,HipHop
Tigercub,Stop Beating on My Heart (Like a Bass Drum),45,0.493,0.711,5,-5.994,1,0.0684,0.00496,0.0000271,0.519,0.313,138.032,225068,4,Rock
Foals,On The Luna,51,0.525,0.976,,-2.023,1,0.0479,0.0662,0.000392,0.0804,0.855,138.984,192695,4,Indie_Alt
Sukhwinder Singh,Taal Se Taal - Western Version,47,0.771,0.72,7,-11.742,1,0.0867,0.203,0.0011,0.335,0.492,94.968,2.57,4,Bollywood
The Sonics,Have Love Will Travel,58,0.506,0.948,10,-5.626,1,0.105,0.727,,0.0904,0.934,130.195,160400,4,Rock
Arcade Fire,No Cars Go,57,0.324,0.772,1,-6.95,1,0.0371,0.000609,0.173,0.12,0.291,135.737,343627,4,Indie_Alt
Nill,Control,47,0.561,0.777,11,-6.81,0,0.374,0.01,,0.752,0.489,119.952,208109,4,Alt_Music
Slowdonia,Nueva Palmira,38,0.117,0.061,,-25.826,1,0.0344,0.839,0.958,0.0928,0.0384,71.661,1.473966667,4,Instrumental
Angus & Julia Stone,Stay With Me - Live From Spotify Berlin,67,0.614,0.101,,-22.159,1,0.0395,0.825,0.0217,0.707,0.155,75.902,174360,4,Indie_Alt
Local Boy,Thoughts,28,0.629,0.878,2,-6.194,1,0.0701,0.00811,0.0000583,0.419,0.516,160.022,204000,4,Indie_Alt
LaSalle Street Trio,When Sunny Gets Blue,51,0.585,0.131,5,-21.178,1,0.0341,0.964,0.923,0.113,0.285,76.121,5.294683333,4,Instrumental
Heruin,Hardline,20,0.419,0.965,,-4.063,0,0.0791,0.0000763,0.253,0.461,0.339,160.004,186031,4,Metal
Helisir,I Riden S√•,40,0.424,0.215,8,-10.49,0,0.0336,0.958,0.00000756,0.119,0.225,173.616,313879,3,Metal
David Bowie,Rebel Rebel - 1999 Remaster,,0.676,0.92,9,-7.96,1,0.0435,0.00101,0.00000865,0.248,0.624,126.341,4.48933333,4,Rock
Meshuggah,Combustion,49,0.455,0.997,1,-4.992,0,0.0633,0.00000836,0.898,0.138,0.529,110.021,248933,4,Metal
Santana,Evil Ways,61,0.704,0.528,5,-13.382,1,0.0358,0.22,0.35,0.14,0.73,117.472,238267,4,Rock
Dream State,Monsters,47,0.47,0.862,6,-5.494,0,0.112,0.00504,,0.059,0.473,162.226,222836,4,Metal
Leikeli47,Droppin',31,0.91,0.464,1,-6.676,0,0.287,0.0287,0.000558,0.0989,0.336,140.006,220000,4,HipHop
Long Range Hustle,Comeback Kid,30,0.518,0.921,11,-5.131,0,0.0558,0.00133,0.0000665,0.463,0.634,149.043,220394,4,Rock
Fields Of The Nephilim,Moonchild,43,0.332,0.823,,-8.09,1,0.0357,0.0118,0.847,0.105,0.454,150.299,340627,4,Rock
Sanjeev T,Electric Pranaam,17,0.472,0.445,2,-8.208,1,0.039,0.929,0.893,0.093,0.0822,130.45,316006,4,Indie_Alt
Nathan Day,She Came Down From The Stars,48,0.487,0.766,5,-7.596,1,0.0377,0.0027,,0.219,0.574,155.081,216774,4,Rock
Ashley Monroe,Til It Breaks,48,0.712,0.354,1,-7.814,0,0.0309,0.386,0.0000114,0.116,0.528,133.969,201520,4,Alt_Music
Lou Reed,Walk On the Wild Side,74,0.575,0.318,,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,4.23621667,4,Rock
"Sigala, Rita Ora",You for Me,78,0.733,0.886,2,-1.856,0,0.0426,0.0481,0.00000181,0.191,0.696,126.031,2.92391667,4,Pop
Cream,Crossroads - Live,57,0.391,0.756,7,-11.317,1,0.0648,0.413,0.0418,0.879,0.839,131.648,258467,4,Blues
Nick Mulvey,Fever To The Form,65,0.358,0.546,,-8.927,0,0.0296,0.795,0.0586,0.111,0.264,106.489,252960,3,Pop
The Libertines,Gunga Din,45,0.596,0.727,6,-5.763,0,0.0405,0.00481,0.0000328,0.0554,0.678,135.091,178813,4,Indie_Alt
Sister Rosetta Tharpe,Rock Daniel (VD129),29,0.523,0.462,10,-11.471,1,0.073,0.887,0.118,0.68,0.961,173.331,160731,4,Blues
Jefferson Airplane,"White Rabbit - Live at The Woodstock Music & Art Fair, August 17, 1969",34,0.415,0.633,11,-10.748,0,0.0324,0.353,0.0000159,0.669,0.45,109.545,147227,4,Rock
Nothing More,Here's To The Heartache,50,0.165,0.919,5,-5.321,1,0.143,0.00113,,0.395,0.306,83.382,257093,3,Rock
Matt Maeson,Hallucinogenics,73,0.549,0.653,,-7.47,1,0.0503,0.457,,0.0969,0.287,121.348,187173,4,Pop
VOLA,Head Mounted Sideways,47,0.49,0.872,7,-7.247,1,0.0424,0.000247,0.0859,0.0622,0.173,126.725,334400,4,Metal
Low Island,Feel Young Again,37,0.681,0.717,9,-8.112,0,0.0346,0.143,0.000299,0.409,0.177,124.048,222284,4,Indie_Alt
Wiley,Wot Do U Call It?,42,0.929,0.836,,-6.833,1,0.277,0.233,,0.111,0.815,137.069,199560,4,HipHop
Måns & Dotter,Myren,44,0.549,0.169,7,-16.415,1,0.0401,0.925,0.814,0.112,0.15,115.063,2.5992,3,Instrumental
100 gecs,money machine,70,0.68,0.659,6,-7.186,1,0.151,0.229,,0.474,0.75,98.877,114460,4,Indie_Alt
Badfinger,No Matter What,59,0.529,0.743,9,-5.523,1,0.0481,0.177,,0.0759,0.78,116.817,180547,4,Rock
Audioslave,Show Me How to Live,71,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4,Alt_Music
Thornetta Davis,Try To Remember,10,0.377,0.808,7,-7.116,1,0.0373,0.00623,0.13,0.523,0.67,92.853,253627,4,Blues
River,Leon Bridges,5,0.658,0.179,8,-10.866,1,0.0448,0.689,,0.17,0.191,128.128,3.976,4,Acoustic/Folk
Autonomy,Black Dog,35,0.406,0.255,4,-13.243,1,0.0331,0.952,0.852,0.11,0.0808,77.739,2.13325,4,Instrumental
Yung Baby Tate,I Am (feat. Flo Milli),73,0.932,0.835,1,-3.905,1,0.156,0.105,,0.0847,0.926,144.02,182465,4,HipHop
Art Pepper,Four Brothers,,0.503,0.521,8,-12.477,1,0.206,0.676,0.00000282,0.186,0.811,79.046,3.016933333,3,Instrumental
Knapsack,Courage Was Confused,30,0.428,0.916,2,-7.75,1,0.0805,0.00038,0.001,0.104,0.241,114.819,231307,4,Rock
The Kooks,Taking Pictures Of You,60,0.66,0.522,2,-7.754,1,0.0323,0.196,,0.356,0.524,135.825,161982,4,Rock
Muse,Uprising,75,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,4,Rock
SEB,seaside_demo,62,0.706,0.824,,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000,4,Pop
Kan Sano,Think Twice,41,0.761,0.679,,-9.796,0,0.0668,0.102,0.826,0.13,0.861,94.998,269573,4,Alt_Music
UPSAHL,Douchebag,57,0.685,0.697,7,-5.511,1,0.067,0.166,,0.129,0.65,86.019,142667,4,Rock
MGMT,Electric Feel,78,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,229640,3,Indie_Alt
LUWTEN,Standstill,41,0.747,0.342,1,-12.199,1,0.0584,0.824,0.00334,0.092,0.354,127.998,256040,4,Indie_Alt
The Cribs,Never Thought I'd Feel Again,32,0.374,0.973,7,-2.406,1,0.0876,0.00495,0.000215,0.34,0.458,134.159,249392,4,Indie_Alt
Mbosso,Baikoko,42,0.783,0.891,5,-4.402,0,0.309,0.513,,0.127,0.872,102.065,211912,4,Pop
Ty,Ha Ha,62,0.946,0.723,9,-3.692,1,0.114,0.0778,,0.0608,0.349,102.956,160877,4,HipHop
Stone Temple Pilots,Fare Thee Well,57,0.431,0.371,7,-8.709,1,0.0272,0.547,0.0154,0.0921,0.196,66.853,261880,4,Rock
Archetypes Collide,Your Misery,46,0.447,0.913,1,-4.842,1,0.0551,0.0000102,0.0706,0.0767,0.254,140.055,202286,4,Rock
Karsh Kale,Butterfly Effect (Feat. Ankita Joshi),7,0.563,0.922,2,-4.565,1,0.055,0.00254,0.116,0.141,0.0887,149.993,4.382483333,4,Acoustic/Folk
scott is okay,Patience,35,0.877,0.486,7,-7.901,1,0.102,0.713,,0.113,0.545,130.073,140801,4,Indie_Alt
Thyla,Blue,23,0.566,0.686,9,-8.101,1,0.0403,0.0000978,0.0000362,0.372,0.738,120.952,180224,4,Alt_Music
Body Count,Point the Finger (feat. Riley Gale),33,0.447,0.981,10,-1.641,0,0.151,0.0000245,0.0000308,0.343,0.316,76.466,158680,4,Rock
Polo & Pan,Ani Kuni - Edit,60,0.704,0.669,,-5.691,1,0.0309,0.0862,0.348,0.108,0.305,121.005,169267,4,Indie_Alt
Eric Gales,Steep Climb,43,0.482,0.822,11,-7.153,1,0.0589,0.00344,0.013,0.17,0.562,78.98,326013,4,Blues
Ana Popovic,Lives That Don't Exist,36,0.715,0.92,2,-4.189,1,0.0849,0.0929,,0.296,0.798,100.61,235453,4,Blues
Chadwick Stokes,Right Me Up,49,0.55,0.542,,-7.017,1,0.0581,0.501,,0.345,0.641,173.896,253040,4,Rock
Rush,The Spirit Of Radio,65,0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,296467,4,Rock
Queen,Life Is Real (Song For Lennon) - Remastered 2011,39,0.571,0.447,7,-8.303,1,0.0246,0.613,,0.07,0.345,80.699,211360,4,Rock
Picture This,Troublemaker,48,0.796,0.715,8,-4.816,1,0.0357,0.0043,0.00000606,0.0799,0.83,117.972,170520,4,Rock
Anderson East,Madelyn,57,0.675,0.638,4,-4.083,0,0.0373,0.0413,,0.21,0.675,89.998,195413,4,Alt_Music
Tori Harper,After Dark,46,0.647,0.512,11,-8.479,1,0.0381,0.856,,0.134,0.0716,111.957,4.13833333,4,Acoustic/Folk
The White Stripes,Ball and Biscuit,59,0.511,0.67,9,-7.135,1,0.188,0.0509,0.145,0.102,0.605,78.138,439067,4,Rock
Juice WRLD,Wishing Well,85,0.65,0.613,9,-6.13,0,0.128,0.00336,,0.267,0.0804,149.972,194621,4,Pop
Blind Melon,No Rain,75,0.389,0.476,9,-9.342,1,0.0316,0.619,0.0000509,0.255,0.566,148.117,217107,4,Pop
Ishman Bracey,Saturday Blues,30,0.643,0.0574,,-17.999,0,0.0462,0.993,0.00000876,0.113,0.572,112.408,209267,4,Blues
Selwyn Birchwood,Living In A Burning House,41,0.562,0.912,5,-3.838,0,0.061,0.0258,0.000368,0.317,0.717,94.989,248252,4,Blues
Years & Years,Starstruck - Vegyn Remix,59,0.664,0.503,11,-7.85,0,0.159,0.377,,0.387,0.404,113.97,228773,4,Indie_Alt
Paladin,The River Dragon Has Come,28,0.485,0.975,6,-4.956,1,0.0692,0.0000307,0.00077,0.0443,0.265,139.91,305052,4,Metal
Wilco,Random Name Generator,39,0.621,0.962,2,-6.469,1,0.0454,0.282,0.126,0.132,0.653,143.99,229489,4,Indie_Alt
Nine Inch Nails,Head Like A Hole,61,0.666,0.798,9,-11.26,1,0.0477,0.00848,0.00186,0.585,0.442,115.382,299680,4,Metal
Repenter,Forever,21,0.378,0.764,11,-10.469,1,0.0857,0.0211,0.226,0.355,0.354,149.385,250867,4,Alt_Music
Hype Lights,Something Wrong,,0.385,0.983,4,-4.052,0,0.106,0.000098,0.0000101,0.291,0.354,156.987,162803,4,Rock
Chicago,Hard to Say I'm Sorry / Get Away - 2006 Remaster,69,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,4,Rock
Jill Barber,Old Flame,28,0.599,0.295,9,-11.052,1,0.0269,0.849,0.000297,0.32,0.282,99.767,161027,3,Blues
Calvin Harris,One Kiss (with Dua Lipa),82,0.791,0.862,9,-3.24,0,0.11,0.037,0.0000219,0.0814,0.592,123.994,214847,4,Pop
Winnetka Bowling League,barcelona,56,0.549,0.86,10,-4.147,1,0.0498,0.017,0.00000426,0.206,0.512,83.971,225413,4,Rock
Video Age,Aerostar,41,0.813,0.649,10,-7.615,1,0.0818,0.108,0.0767,0.357,0.972,142.738,260070,4,Indie_Alt
Philip Sayce,Steamroller / Powerful Thing - Live,34,0.328,0.967,8,-4.975,1,0.155,0.0687,,0.965,0.152,89.079,382741,4,Blues
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),97,0.591,0.764,1,-5.484,1,0.0483,0.0383,,0.103,0.478,169.928,2.363433333,4,Pop
"Lata Mangeshkar, Mukesh",Dil Ki Nazar Se,26,0.56,0.224,5,-15.601,0,0.0368,0.879,0.0000324,0.384,0.775,82.944,4.671116667,3,Bollywood
Me & My Toothbrush,Intoxicated,43,0.926,0.728,7,-6.103,1,0.129,0.0679,0.181,0.0716,0.821,120.034,208524,4,Indie_Alt
Richard Pryor,Niggers vs. The Police,22,0.531,0.674,8,-12.158,1,0.955,0.822,,0.908,0.468,78.778,101773,3,HipHop
Sleep Waker,Distance,41,0.476,0.849,3,-6.944,1,0.0435,0.000696,0.02,0.261,0.535,148.062,219757,4,Rock
Leah Nobel,Over the Moon,39,0.641,0.435,2,-9.88,1,0.0485,0.461,0.000153,0.132,0.22,76.01,208882,4,Pop
SE SO NEON,Midnight Train Ïã¨ÏïºÌñâ,46,0.445,0.615,,-3.009,1,0.053,0.148,0.00196,0.106,0.259,143.768,257125,4,Rock
The FaNaTiX,These Streets (Don't Luv U) (feat. Popcaan),54,0.562,0.64,11,-7.848,0,0.366,0.345,,0.296,0.539,142.767,149957,4,HipHop
AZ,How Ya Livin' featuring Nas,51,0.831,0.508,9,-7.511,0,0.309,0.0634,,0.0731,0.728,87.054,270733,4,HipHop
D.Y.T,torico,29,0.804,0.615,8,-6.129,1,0.0702,0.0921,,0.0421,0.647,91.967,191349,4,Pop
Exhorder,My Time,37,0.354,0.994,7,-4.254,1,0.151,0.0000338,0.000701,0.0746,0.0761,203.921,233146,4,Metal
Catfish and the Bottlemen,Longshot,61,0.481,0.765,7,-4.025,1,0.0388,0.00381,0.000737,0.119,0.465,102.829,232960,4,Rock
Beastie Boys,Intergalactic - Remastered,69,0.734,0.864,2,-6.119,1,0.303,0.022,0.00000985,0.246,0.47,105.932,231493,4,HipHop
Willie Mabon,I Don't Know,33,0.727,0.0991,8,-22.487,1,0.252,0.895,0.00000581,0.0989,0.663,109.727,190665,4,Blues
Samantha Fish,Nearer to You,33,0.509,0.487,2,-7.478,0,0.0272,0.0641,0.000474,0.0886,0.512,146.202,204000,3,Blues
Dirty Heads,Bum Bum,57,0.608,0.801,2,-6.045,1,0.0664,0.0043,0.00000472,0.316,0.373,180.084,239667,4,Rock
Phoenix,"Identical - From The Motion Picture ""On The Rocks""",57,0.627,0.761,2,-8.57,1,0.036,0.000237,0.839,0.135,0.672,128.005,193263,4,Indie_Alt
Shinedown,Simple Man - Acoustic,65,0.568,0.367,7,-8.15,1,0.0318,0.768,,0.279,0.41,121.074,320267,4,Rock
The Fray,How to Save a Life,82,0.64,0.743,10,-4.08,1,0.0379,0.269,,0.101,0.361,122.035,262533,4,Pop
Curtis J,The Man,42,0.876,0.472,1,-10.135,1,0.305,0.144,0.000669,0.102,0.59,102.1,162500,4,HipHop
Fleetwood Mac,The Green Manalishi,35,0.533,0.564,11,-12.91,0,0.0358,0.242,0.0415,0.163,0.361,101.986,274267,4,Rock
John Legend,Preach,63,0.508,0.729,11,-5.712,0,0.0443,0.0681,,0.1,0.412,91.906,236880,4,Pop
I've Been The One (feat. Meg Baird),"Bill Callahan, Bonnie Prince Billy, Meg Baird",36,0.625,0.196,9,-11.448,1,0.0375,0.834,0.00185,0.0931,0.3,119.637,3.93045,4,Acoustic/Folk
Inhaler,Fade Into You,56,0.468,0.362,9,-10.704,1,0.0262,0.29,0.00529,0.128,0.257,140.031,315491,3,Rock
Afgan,M.I.A (feat. Jackson Wang),57,0.723,0.458,6,-5.572,0,0.17,0.256,,0.0879,0.357,113.954,178799,4,Pop
Tedeschi Trucks Band,Midnight In Harlem (Swamp Raga intro with Little Martha) - Live,39,0.307,0.381,4,-12.349,1,0.0408,0.449,0.0725,0.962,0.234,150.358,623387,4,Rock
binki,Wiggle,55,0.753,0.461,8,-8.857,0,0.0585,0.496,0.000372,0.116,0.897,103.919,179908,4,Pop
Ben Kweller,American Cigarettes,42,0.692,0.488,7,-7.007,1,0.0341,0.00516,,0.113,0.291,144.06,222500,4,Rock
Humanity's Last Breath,Earthless,38,0.502,0.976,1,-5.462,1,0.128,0.0000117,0.341,0.0534,0.128,98.525,298005,3,Metal
The Psychedelic Furs,Pretty in Pink,59,0.386,0.916,2,-5.955,1,0.0741,0.105,0.00991,0.325,0.775,135.642,238107,4,Alt_Music
Shazuno,Conexiones Worldwide,32,0.543,0.458,1,-9.312,1,0.182,0.798,0.00000106,0.114,0.264,81.511,169756,1,HipHop
Erkut Ta√ßkƒ±n,Sevmek ƒ∞stiyorum,49,0.769,0.348,9,-10.088,0,0.207,0.586,0.00865,0.113,0.539,74.883,171333,4,Rock
Flotsam & Jetsam,Brace for Impact,,0.368,0.993,11,-5.161,1,0.0952,0.00000966,0.000996,0.256,0.251,175.031,273747,4,Metal
SPINN,Billie,40,0.462,0.911,11,-5.576,1,0.0538,0.000382,0.00000268,0.151,0.899,161.979,214737,4,Indie_Alt
"Britney Spears, Y2K, Alexander Lewis",Toxic - Y2K & Alexander Lewis Remix,56,0.747,0.468,8,-9.401,1,0.218,0.0178,0.0131,0.199,0.45,157.98,1.77215,4,Pop
Holly Herndon,Frontier,35,0.47,0.56,5,-6.844,0,0.0392,0.00244,0.0000714,0.468,0.168,140.02,269079,4,Indie_Alt
Mukesh,Sab Kuchh Seekha Ham Ne,23,0.581,0.543,,-11.163,1,0.0385,0.473,0.0000133,0.448,0.755,98.354,3.646,4,Bollywood
Savatage,Believe,41,0.272,0.508,,-9.564,1,0.0409,0.0355,0.000894,0.0855,0.118,62.473,342427,4,Metal
Blossoms,Stranger Still - Acoustic,39,0.614,0.39,9,-11.028,0,0.0371,0.797,,0.106,0.237,125.04,205968,4,Indie_Alt
HANNI,Talking To Myself In The Mirror,42,0.714,0.594,11,-8.379,1,0.0404,0.246,0.00388,0.0818,0.395,101.127,173465,4,Pop
frown line,September,40,0.554,0.702,7,-5.704,1,0.0344,0.0934,0.0917,0.334,0.741,216.091,178750,4,Alt_Music
Lucky Peterson,Joy,11,0.718,0.388,5,-11.233,0,0.0541,0.814,0.0000199,0.327,0.906,99.725,229253,4,Blues
Gene Vincent & His Blue Caps,Be-Bop-A-Lula,45,0.607,0.561,9,-10.099,1,0.0425,0.421,,0.298,0.841,127.638,157207,3,Rock
Julia Kent,Carapace,31,0.479,0.325,4,-14.01,0,0.0333,0.161,0.752,0.104,0.222,132.046,211216,4,Alt_Music
Salt-N-Pepa,Push It,68,0.913,0.596,11,-12.477,0,0.0707,0.00658,0.00349,0.078,0.973,127.215,272133,4,Pop
Junior Wells,She's A Sweet One,50,0.705,0.483,1,-12.209,1,0.0542,0.15,0.0265,0.202,0.713,122.863,181786,4,Blues
Valence,La vie attend pas,13,0.69,0.594,10,-6.736,1,0.0299,0.0736,0.000918,0.0848,0.542,116.995,253556,4,Indie_Alt
Saxon,Princess of the Night,51,0.362,0.797,3,-8.824,0,0.0424,0.00328,0.000002,0.0668,0.753,107.249,242573,4,Metal
Britney Spears,Private Show,,0.753,0.456,2,-5.892,1,0.0416,0.22,0.00000102,0.449,0.525,112.521,3.92155,3,Pop
XXXTENTACION,Fuck Love (feat. Trippie Redd),82,0.797,0.533,,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,HipHop
Lata Mangeshkar,Tujhse Naraz Nahin Zindagi - Female Vocals,33,0.611,0.293,9,-12.809,1,0.0283,0.308,0.00256,0.185,0.65,96.94,3.66845,4,Bollywood
The Blue Stones,One By One,54,0.611,0.734,,-7.741,1,0.0451,0.0675,0.00214,0.585,0.556,91.001,251267,4,Rock
Sha Na Na,At the Hop - Live at Woodstock,22,0.294,0.923,4,-12.239,0,0.212,0.198,0.000128,0.992,0.208,135.384,184787,4,Rock
WSTR,Crisis,44,0.48,0.93,9,-4.501,1,0.112,0.0011,0.000502,0.239,0.543,143.011,196960,4,Rock
Britney Spears,Mmm Papi,41,0.679,0.795,6,-6.5,0,0.0669,0.0658,0.00000121,0.0601,0.924,80.009,3.371783333,4,Pop
Bobby Timmons Trio,They Didn't Believe Me,39,0.518,0.12,8,-25.934,1,0.0467,0.808,0.8,0.117,0.354,95.735,6.78845,4,Instrumental
Salem,DRACULADS,40,0.357,0.94,6,-2.74,0,0.158,0.00323,0.0000228,0.206,0.444,174.978,137143,3,Rock
Jordan Rudess,"Wired For Madness, Pt. 1.1 (Bring It On)",32,0.546,0.847,2,-9.797,1,0.0473,0.000301,0.866,0.0935,0.314,108.495,320416,4,Rock
No name faces,Dark Secrets,28,0.602,0.862,2,-5.863,1,0.0332,0.00000766,0.221,0.141,0.403,99.995,312600,4,Metal
Linkin Park,Numb,82,0.496,0.863,9,-4.153,1,0.0381,0.0046,,0.639,0.243,110.018,185587,4,Rock
Back Room Jazz Trio,I Should Care,37,0.474,0.274,9,-16.446,0,0.0309,0.98,0.932,0.11,0.326,62.969,4.171816667,4,Instrumental
Emmylou Harris,Two More Bottles of Wine - 2003 Remaster,48,0.764,0.736,3,-7.571,1,0.0333,0.251,0.000294,0.121,0.96,134.336,3.10555,4,Country
YUNGBLUD,parents,77,0.618,0.823,7,-4.76,1,0.0447,0.0132,,0.288,0.58,82.004,171880,4,Pop
System Of A Down,Chop Suey!,80,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,4,Pop
Britney Spears,How I Roll,41,0.818,0.71,10,-5.716,1,0.0472,0.0753,0.0239,0.0581,0.791,145.97,3.609116667,4,Pop
Lissie,Dreams - Piano Version,39,0.562,0.187,,-9.156,1,0.0313,0.921,,0.0813,0.199,117.594,4.58321667,4,Acoustic/Folk
Lil Tjay,Calling My Phone,89,0.907,0.393,4,-7.636,0,0.0539,0.451,0.00000135,0.135,0.202,104.949,205458,4,Pop
Liquid Tension Experiment,Paradigm Shift,43,0.295,0.914,7,-3.411,1,0.0526,0.000326,0.881,0.399,0.654,137.44,535360,4,Metal
Mighty Sam McClain,When the Hurt Is Over,41,0.583,0.143,,-15.786,1,0.148,0.676,0.0000284,0.117,0.533,156.009,371496,3,Blues
The Black Keys,Howlin' for You,67,0.725,0.747,11,-5.545,1,0.0876,0.0272,0.0468,0.104,0.38,132.921,191956,4,Indie_Alt
Lamb of God,Laid to Rest,65,0.366,0.956,10,-3.725,0,0.108,0.000293,0.00447,0.449,0.159,104.016,230127,3,Rock
SOJA,Beacon Of Light,38,0.606,0.749,10,-4.038,0,0.158,0.0882,,0.567,0.742,158.038,200956,4,Rock
OneRepublic,Run,88,0.682,0.72,11,-8.173,0,0.0381,0.326,,0.148,0.673,117.003,2.81685,4,Pop
Bobby Saint,Unholy,35,0.607,0.695,4,-6.668,1,0.04,0.0113,0.0000101,0.482,0.551,84.94,209000,4,Rock
The Band,The Weight - Remastered,73,0.63,0.551,9,-9.28,1,0.0549,0.373,0.0000575,0.103,0.518,143.868,274493,4,Indie_Alt
Boundaries,Is Survived By,39,0.511,0.937,2,-5.06,1,0.0755,0.000017,0.378,0.32,0.197,95.069,178947,4,Metal
Jimmy Eat World,Hear You Me,63,0.465,0.517,4,-6.189,1,0.0284,0.00854,0.0403,0.209,0.137,136.176,284373,3,Rock
Col. Bruce Hampton & The Aquarium Rescue Unit,Working On A Building - Live,30,0.555,0.809,2,-13.029,1,0.0374,0.022,0.219,0.977,0.651,108.347,285573,4,Rock
Blxst,Got It All,62,0.605,0.583,,-5.068,0,0.294,0.357,,0.314,0.534,92.713,159130,4,HipHop
Biig Piig,Cuenta Lo,45,0.616,0.627,11,-9.806,1,0.167,0.197,0.17,0.189,0.237,159.864,185400,4,Indie_Alt
LOKI,Gonz√°lez,33,0.52,0.307,,-16.509,1,0.0345,0.952,0.53,0.0941,0.515,140.008,238000,4,Indie_Alt
Katla,S√°larsvefn,20,0.27,0.692,,-7.614,1,0.0478,0.00262,0.459,0.446,0.039,119.926,405147,4,Metal
Mystikal,Danger (Been So Long) featuring Nivea,54,0.92,0.861,7,-5.435,1,0.218,0.211,0.0000259,0.0288,0.718,97.969,211400,4,HipHop
Moneen,Are We Really Happy With Who We Are Right Now?,34,0.353,0.939,11,-5.241,1,0.0805,0.00423,,0.405,0.154,145.592,224800,4,Rock
Phillip Walker,Dressin' Tasty,13,0.484,0.802,8,-9.15,1,0.0339,0.00469,0.00658,0.186,0.944,130.967,231332,4,Blues
jxdn,Better Off Dead,70,0.684,0.672,10,-5.762,0,0.0341,0.151,,0.116,0.381,93.965,155674,4,Pop
Dead Meadow,What Needs Must Be,45,0.274,0.606,4,-6.493,1,0.03,0.00962,0.0264,0.115,0.685,77.336,256960,4,Rock
L√âON,Falling Apart,56,0.389,0.256,10,-9.01,1,0.0508,0.822,,0.114,0.382,74.517,195038,3,Pop
Backstreet Boys,Weird World,39,0.428,0.909,7,-3.961,0,0.0381,0.0565,,0.0668,0.435,81.745,4.197116667,4,Pop
Dudu Tassa,Lola,14,0.348,0.61,11,-6.015,0,0.0583,0.71,0.000666,0.971,0.241,145.115,265300,4,Pop
